,License_plate_number,Distance,Number_of_Trips_Completed,Average_Speed,Transporter_Name,Number_of_Speed_Violations
0,GJ12AT7926,357794692.0603039,1,20.81520428098191,Jai Ganesh Transport,215
1,GJ12AT7926,357794692.0603039,1,20.81520428098191,Jai Ganesh Transport,215
2,GJ12BT3686,962770516.0947475,1,13.73080853318531,Ashv Petroleum,42
3,GJ12BT3686,962770516.0947475,1,13.73080853318531,Ashv Petroleum,42
4,GJ12BT3686,962770516.0947475,1,13.73080853318531,Ashv Petroleum,42
5,GJ03BV5664,582520350.8972011,1,30.293393927138432,Shree Ravechi Roadlines,6359
6,GJ03BV5664,582520350.8972011,1,30.293393927138432,Shree Ravechi Roadlines,6359
7,GJ10V5925,459137710.78147864,1,15.805752200479125,Balaji Transport,74
8,GJ3W7352,990003810.3988755,1,12.545734012618844,Nandkishor Roadlines,170
9,GJ3W7352,990003810.3988755,1,12.545734012618844,Nandkishor Roadlines,170
10,GJ06TT8169,1027795759.7979811,1,9.917835550908064,Maa Trading Company,2
11,GJ13AT8909,1057838241.6003939,1,14.835888487508242,Gopinath Petrolium Company,2
12,HR45B8761,387882627.9421727,1,20.5416486707871,Ahuja Service Station,119
13,HR45B8761,387882627.9421727,1,20.5416486707871,Ahuja Service Station,119
14,GJ11TT9978,12150629.172152745,1,22.309341500765697,Bhagyoday Petroleum,0
15,GJ11TT9978,12150629.172152745,1,22.309341500765697,Bhagyoday Petroleum,0
16,GJ05UU8666,821929287.6165411,1,5.087524274071469,Bajrang Transport,0
17,GJ21T7015,215649998.42378697,1,6.440065923070131,R.K.Bulk Carriers,21
18,HR47D2625,363848207.7898197,1,21.50814470065581,S.R.Filling Station,7
19,GJ21T6780,970567051.7638341,1,12.75874428613265,R.K.Bulk Carriers,664
20,GJ21T6780,970567051.7638341,1,12.75874428613265,R.K.Bulk Carriers,664
21,GJ12Z0164,998084888.9333267,1,9.977229718865567,Jai Ganesh Transport,4
22,GJ12Z2526,1116213420.0692096,1,10.721959780137304,Balaji Transport,1
23,GJ16Z2259,995308304.6682912,1,16.962290537362936,Gaurav Petroleum,3
24,GJ07YY6445,935522164.0169456,1,11.882096331619469,Swami Traders,1
25,GJ06TT7206,911830952.0312163,1,11.941411833906722,Maa Trading Company,3
26,GJ06TT7206,911830952.0312163,1,11.941411833906722,Maa Trading Company,3
27,GJ02XX6966,1069474264.8271368,1,12.625576522370238,Madhav Petroleum,0
28,HR39B7594,359788297.20242155,1,7.667900337056374,Balaji Service Station,26
29,GJ07YY6445,935522164.0169456,1,11.882096331619469,Swami Traders,1
30,HR39B7594,359788297.20242155,1,7.667900337056374,Balaji Service Station,26
31,HR45B8611,971191985.0869901,1,7.103934324659232,Shree Shyam Singh Sadhu Singh,43
32,GJ3W7353,713235671.1987395,1,17.14591478653094,Nandkishor Roadlines,0
33,BR01GF0281,62368224.3786671,1,14.48356286095069,Vivek Fuels,4
34,GJ3W7353,713235671.1987395,1,17.14591478653094,Nandkishor Roadlines,0
35,HR45B6109,1002727347.9136237,1,8.841560073553572,Ahuja Service Station,1
36,HR45B4286,408568257.57883596,1,23.32483886538516,Ahuja Service Station,6
37,HR46D6654,530859619.84874254,1,26.05287662848649,SRR Filling Station,22
38,GJ18X8616,1068205669.6815834,1,9.639707067683025,Maruti Roadways,4
39,GJ18X8616,1068205669.6815834,1,9.639707067683025,Maruti Roadways,4
40,HR61B4256,838912904.8447772,1,14.769463356581424,Guru Jambheswar Fuels,218
41,HR47D2625,363848207.7898197,1,21.50814470065581,S.R.Filling Station,7
42,HR55W4557,404306158.7840717,1,14.583354066355428,Jai Maa Santoshi Filling Station,2
43,HR39D4334,358702206.8985019,1,18.65237161771322,Chaudhary Petro City,163
44,HR56A9925,384266345.9796416,1,16.159482304018322,Sun Shine Roadlines,23
45,BR9E3594,182016924.2071217,1,10.569277108433734,OD MOTOR SERVICE,0
46,BR9E3594,182016924.2071217,1,10.569277108433734,OD MOTOR SERVICE,0
47,GJ37T9945,988611214.4600458,1,15.419460078697016,Maruti Roadways,2
48,GJ16Z2259,995308304.6682912,1,16.962290537362936,Gaurav Petroleum,3
49,CG07CA9887,401429047.1418512,1,14.682426492136369,Vijay Roadlines,0
50,GJ19V0738,339558727.84628516,1,13.454717703349282,Shree Ganesh Transport,0
51,GJ19T5458,875230137.9688793,1,23.099428771683897,Omshree Filling Station,64
52,GJ19T5458,875230137.9688793,1,23.099428771683897,Omshree Filling Station,64
53,GJ25U2270,313525780.83363813,1,12.598245131909549,Jagdish Petroleum,0
54,GJ25U2270,313525780.83363813,1,12.598245131909549,Jagdish Petroleum,0
55,HR45B6303,457380411.1384949,1,18.74961795119963,Ahuja Service Station,11
56,GJ21W2565,1030721248.9499428,1,17.358885856961287,R.K.Bulk Carriers,93
57,GJ21W2565,1030721248.9499428,1,17.358885856961287,R.K.Bulk Carriers,93
58,GJ21W2565,1030721248.9499428,1,17.358885856961287,R.K.Bulk Carriers,93
59,HR45B6303,457380411.1384949,1,18.74961795119963,Ahuja Service Station,11
60,GJ12AT8472,347104583.5260057,1,15.489341803423327,Suresh Petroleum Co.,3186
61,GJ03BV5664,582520350.8972011,1,30.293393927138432,Shree Ravechi Roadlines,6359
62,GJ12AU7563,991817878.0903084,1,10.213471945314724,Jay Shri Sarmariyadada Transport,8
63,HR56A9911,461959591.7764478,1,21.107429920626945,Sun Shine Roadlines,0
64,GJ3W7359,246949430.8300304,1,13.11310386171754,Nandkishor Roadlines,65
65,GJ3W7359,246949430.8300304,1,13.11310386171754,Nandkishor Roadlines,65
66,GJ13AT8909,1057838241.6003939,1,14.835888487508242,Gopinath Petrolium Company,2
67,GJ13AT8909,1057838241.6003939,1,14.835888487508242,Gopinath Petrolium Company,2
68,GJ07YY6445,935522164.0169456,1,11.882096331619469,Swami Traders,1
69,GJ11X9025,960985519.2724339,1,11.144511915089044,Nandkishor Roadlines,5
70,GJ3W9334,604835103.7652651,1,8.280492913852473,Shree Gurudev Transport,0
71,GJ07YY6445,935522164.0169456,1,11.882096331619469,Swami Traders,1
72,GJ3W9334,604835103.7652651,1,8.280492913852473,Shree Gurudev Transport,0
73,GJ10V6523,897352945.5195401,1,9.380274319709155,Suresh Petroleum Co.,0
74,GJ25U2270,313525780.83363813,1,12.598245131909549,Jagdish Petroleum,0
75,GJ11TT9978,12150629.172152745,1,22.309341500765697,Bhagyoday Petroleum,0
76,GJ11TT9978,12150629.172152745,1,22.309341500765697,Bhagyoday Petroleum,0
77,HR45B6631,394331712.30378443,1,22.160271641878612,Ahuja Service Station,9676
78,HR46D7535,795616603.3369915,1,2.426344687802517,Ch Kartar Filling Station,65
79,HR46D7535,795616603.3369915,1,2.426344687802517,Ch Kartar Filling Station,65
80,HR45B6631,394331712.30378443,1,22.160271641878612,Ahuja Service Station,9676
81,HR46E6939,660294790.9176219,1,6.52000318705348,Hari Mohan Filling Station,5
82,HR46D4855,966316779.899614,1,4.10936617880059,R S Chaudhary Filling Station,3
83,HR45B4862,987490393.1041237,1,7.686528330034476,Ahuja Service Station,6
84,HR45B6525,956930785.0396438,1,7.884742454277071,Ahuja Service Station,0
85,HR45B9981,194070066.8834224,1,14.289354963998685,Peer Baba Sai Services,13
86,HR55AB1478,752728813.7911171,1,10.191988787136705,MI Filling Staion,13
87,HR55AB1478,752728813.7911171,1,10.191988787136705,MI Filling Staion,13
88,HR38V0997,425323404.78213567,1,17.740269975925713,Hari Service Station,21
89,HR64A5732,109748274.12482668,1,25.280484536635043,Kissan Carriers,2501
90,HR45B6638,435577908.1633465,1,16.703800560194342,Sun Shine Roadlines,156
91,HR55W4557,404306158.7840717,1,14.583354066355428,Jai Maa Santoshi Filling Station,2
92,HR45B8760,339459451.63336426,1,15.268041589128096,Ahuja Service Station,0
93,HR47C2259,833364688.798898,1,4.2340946456659285,HARDWARI LAL RADHEY SHYAM,3
94,HR47C2259,833364688.798898,1,4.2340946456659285,HARDWARI LAL RADHEY SHYAM,3
95,GJ12Z1944,769716672.5386664,1,9.272694305828189,Shree Gurukrupa Transport service,120
96,GJ08Y2430,1040871151.0136099,1,19.983435604375014,Amrutchhaya Petroleum,3
97,HR55W4557,404306158.7840717,1,14.583354066355428,Jai Maa Santoshi Filling Station,2
98,GJ02VV9111,1168719573.683562,1,21.42612505397521,Shreeji Petroleum,114
99,HR47D2625,363848207.7898197,1,21.50814470065581,S.R.Filling Station,7
100,HR47D2625,363848207.7898197,1,21.50814470065581,S.R.Filling Station,7
101,HR45B4862,987490393.1041237,1,7.686528330034476,Ahuja Service Station,6
102,HR45B8761,387882627.9421727,1,20.5416486707871,Ahuja Service Station,119
103,HR56A9911,461959591.7764478,1,21.107429920626945,Sun Shine Roadlines,0
104,HR65A5170,459949663.60148305,1,21.02583403969991,Haryana Filling Station,1
105,HR45B8611,971191985.0869901,1,7.103934324659232,Shree Shyam Singh Sadhu Singh,43
106,BR09GA5531,453375508.9872459,1,14.69825998895231,Sultania Carriers Private Limited,7
107,HR56B9106,268314293.06355205,1,15.190194384449244,Sun Shine Roadlines,17
108,HR61C7090,402849555.13570917,1,20.31234785650773,S.S Fillling Station,0
109,HR45B4286,408568257.57883596,1,23.32483886538516,Ahuja Service Station,6
110,HR45C7083,422585300.3622006,1,21.414675650825455,Ahuja Service Station,10344
111,HR61F2126,960933015.5641272,1,8.093393346095132,Mannat Roadlines,4
112,GJ12W7582,287122909.47296757,1,14.492010110530375,Jasmin Enterprises,2
113,GJ18X9502,1046357385.4428596,1,11.924370597753665,Bholenath Oil Carriers,1
114,HR46E6939,660294790.9176219,1,6.52000318705348,Hari Mohan Filling Station,5
115,HR38V0997,425323404.78213567,1,17.740269975925713,Hari Service Station,21
116,HR45B8785,348360235.2857977,1,22.204216947354464,Ahuja Service Station,5726
117,HR46D4855,966316779.899614,1,4.10936617880059,R S Chaudhary Filling Station,3
118,HR46D4855,966316779.899614,1,4.10936617880059,R S Chaudhary Filling Station,3
119,GJ19V0647,966554842.2754213,1,6.618164727009982,Pintoo Roadlines,171
120,CG04JA8083,535918851.29552156,1,9.760645090670266,Vijay Roadlines,0
121,CG04JA8083,535918851.29552156,1,9.760645090670266,Vijay Roadlines,0
122,HR47C6476,357950263.0301328,1,21.937516543144522,S.R.Filling Station,13
123,BR09GA5531,453375508.9872459,1,14.69825998895231,Sultania Carriers Private Limited,7
124,HR45B4271,940134100.3174468,1,8.26673031320255,Ahuja Service Station,3
125,DD03H9443,461532694.55028045,1,19.120612149993658,Susveer Kumar,0
126,HR57A5691,539298200.0880251,1,27.992836736853242,Maa Phoolwati Devi Filling Station,62
127,GJ06TT7079,181347621.1068577,1,8.68650440965338,Banas Trading Co.,1
128,GJ06TT7079,181347621.1068577,1,8.68650440965338,Banas Trading Co.,1
129,GJ06TT7079,181347621.1068577,1,8.68650440965338,Banas Trading Co.,1
130,HR45B9981,194070066.8834224,1,14.289354963998685,Peer Baba Sai Services,13
131,HR55AB1478,752728813.7911171,1,10.191988787136705,MI Filling Staion,13
132,HR45B6525,956930785.0396438,1,7.884742454277071,Ahuja Service Station,0
133,HR45B6525,956930785.0396438,1,7.884742454277071,Ahuja Service Station,0
134,HR45B6113,867385444.0015612,1,8.991116176156963,Ahuja Service Station,256
135,HR45B6113,867385444.0015612,1,8.991116176156963,Ahuja Service Station,256
136,HR45B8611,971191985.0869901,1,7.103934324659232,Shree Shyam Singh Sadhu Singh,43
137,GJ6TT7963,1047540806.0809944,1,9.914980570024687,Shiva roadlines,0
138,HR47C2259,833364688.798898,1,4.2340946456659285,HARDWARI LAL RADHEY SHYAM,3
139,HR47C2259,833364688.798898,1,4.2340946456659285,HARDWARI LAL RADHEY SHYAM,3
140,HR65A5170,459949663.60148305,1,21.02583403969991,Haryana Filling Station,1
141,BR09GA2219,359292360.2066156,1,15.69334415898239,Sultania Carriers Private Limited,2
142,HR56A9925,384266345.9796416,1,16.159482304018322,Sun Shine Roadlines,23
143,BR9E4140,456301477.0098641,1,13.370613370507304,Sultania Carriers Private Limited,1
144,HR45B3790,976877321.0890875,1,6.73767053917188,Sunil Kumar,38
145,HR45B6303,457380411.1384949,1,18.74961795119963,Ahuja Service Station,11
146,HR45B6303,457380411.1384949,1,18.74961795119963,Ahuja Service Station,11
147,HR63C5168,215408587.3483209,1,18.14164251736016,S K Petro Centre,6
148,GJ12BV0779,1048262985.0075573,1,17.333678932508583,Shri Aianath Road Lines,4
149,HR63D6875,807417721.0221565,1,4.352960900370295,Anju Filling Station,20
150,GJ01DY8013,1036353662.4326527,1,16.534650597852107,J V Enterprises,357
151,HR45B9981,194070066.8834224,1,14.289354963998685,Peer Baba Sai Services,13
152,HR55W4557,404306158.7840717,1,14.583354066355428,Jai Maa Santoshi Filling Station,2
153,HR47C2259,833364688.798898,1,4.2340946456659285,HARDWARI LAL RADHEY SHYAM,3
154,HR45B8760,339459451.63336426,1,15.268041589128096,Ahuja Service Station,0
155,HR61B4256,838912904.8447772,1,14.769463356581424,Guru Jambheswar Fuels,218
156,HR47C2259,833364688.798898,1,4.2340946456659285,HARDWARI LAL RADHEY SHYAM,3
157,GJ6TT7322,1028241763.1024739,1,12.806006768189508,Maa Trading Company,1
158,GJ10TV7057,1023726687.8114432,1,14.996616422030986,KOTAK PETRO-CHEM PVT LTD,3
159,HR45B6631,394331712.30378443,1,22.160271641878612,Ahuja Service Station,9676
160,HR39D4334,358702206.8985019,1,18.65237161771322,Chaudhary Petro City,163
161,GJ12W8898,1059727009.921945,1,12.053412985305854,Shree Dada Dayalu Logistics,0
162,GJ06AV3101,1108556513.8083856,1,11.279708849877839,Maa Trading Company,2
163,GJ12W8898,1059727009.921945,1,12.053412985305854,Shree Dada Dayalu Logistics,0
164,GJ03AT3384,932656717.830322,1,10.509910004667399,Nilesh J Khatana,0
165,GJ03BV8242,993932635.7138858,1,15.428215737023626,Shri Yadunandan Roadlines,27
166,GJ03BV8242,993932635.7138858,1,15.428215737023626,Shri Yadunandan Roadlines,27
167,GJ03AT3384,932656717.830322,1,10.509910004667399,Nilesh J Khatana,0
168,GJ12BV6628,1131313256.950411,1,17.574154701250578,Shri Aianath Road Lines,9
169,GJ06AV2210,1019633549.8784922,1,10.167309165568597,Maa Trading Company,20
170,GJ37T9954,1054035346.5692551,1,14.611051811930217,Maruti Roadways,0
171,BR09T9786,562600361.3198634,1,13.522394847464293,OD MOTOR SERVICE,53
172,HR45B6638,435577908.1633465,1,16.703800560194342,Sun Shine Roadlines,156
173,HR45B3790,976877321.0890875,1,6.73767053917188,Sunil Kumar,38
174,HR39B5019,1575420583.009092,1,3.0587064141196727,Maa Vaishno Filling Station,4
175,GJ12Z1944,769716672.5386664,1,9.272694305828189,Shree Gurukrupa Transport service,120
176,BR24GA3738,1052150129.2036602,1,10.398312297056666,Shahabad Fuel Station,165
177,GJ06Y8523,859768044.6676623,1,6.517413581583315,Suresh Petroleum Co.,0
178,BR01GF0281,62368224.3786671,1,14.48356286095069,Vivek Fuels,4
179,GJ12AW0919,1078114487.9472466,1,13.29251891446427,Maruti Roadways,0
180,HR45B3790,976877321.0890875,1,6.73767053917188,Sunil Kumar,38
181,BR9E3594,182016924.2071217,1,10.569277108433734,OD MOTOR SERVICE,0
182,BR09GA5531,453375508.9872459,1,14.69825998895231,Sultania Carriers Private Limited,7
183,GJ16Z2259,995308304.6682912,1,16.962290537362936,Gaurav Petroleum,3
184,GJ16Z2259,995308304.6682912,1,16.962290537362936,Gaurav Petroleum,3
185,GJ19X1096,347869856.45145416,1,28.68338628715384,Shree Ganesh Transport,6
186,HR45B8785,348360235.2857977,1,22.204216947354464,Ahuja Service Station,5726
187,GJ01DT6439,1052762529.5952913,1,11.223239972419696,Shree Sai Krupa transport Service,9
188,HR56B9106,268314293.06355205,1,15.190194384449244,Sun Shine Roadlines,17
189,HR46D4855,966316779.899614,1,4.10936617880059,R S Chaudhary Filling Station,3
190,HR46D6654,530859619.84874254,1,26.05287662848649,SRR Filling Station,22
191,HR45C7083,422585300.3622006,1,21.414675650825455,Ahuja Service Station,10344
192,GJ01BV3282,393381258.90163326,1,24.021507091915694,Bajrang Transport,74
193,GJ01BV3282,393381258.90163326,1,24.021507091915694,Bajrang Transport,74
194,GJ11TT9662,799993114.210869,1,11.958544328300427,Om Petroleum,69
195,GJ02XX6966,1069474264.8271368,1,12.625576522370238,Madhav Petroleum,0
196,GJ12W9606,794662280.9674935,1,12.540933173816441,Shree Dada Dayalu Logistics,2
197,HR47C6476,357950263.0301328,1,21.937516543144522,S.R.Filling Station,13
198,GJ10V5925,459137710.78147864,1,15.805752200479125,Balaji Transport,74
199,GJ10V5925,459137710.78147864,1,15.805752200479125,Balaji Transport,74
200,HR47D2625,363848207.7898197,1,21.50814470065581,S.R.Filling Station,7
201,GJ06Z8775,1029431697.3555853,1,9.94466051318816,Maruti Roadways,3
202,GJ03AT3477,68746529.44512738,1,15.775800071916576,JINAL ENTERPRISE,0
203,GJ06Y8523,859768044.6676623,1,6.517413581583315,Suresh Petroleum Co.,0
204,GJ03AT3477,68746529.44512738,1,15.775800071916576,JINAL ENTERPRISE,0
205,GJ12W9606,794662280.9674935,1,12.540933173816441,Shree Dada Dayalu Logistics,2
206,GJ12W9606,794662280.9674935,1,12.540933173816441,Shree Dada Dayalu Logistics,2
207,GJ12AT8117,883154700.4980526,1,15.189336686149245,Maruti Roadways,1123
208,GJ12Z2526,1116213420.0692096,1,10.721959780137304,Balaji Transport,1
209,GJ12Z2526,1116213420.0692096,1,10.721959780137304,Balaji Transport,1
210,HR45B6631,394331712.30378443,1,22.160271641878612,Ahuja Service Station,9676
211,GJ03BT1001,1059752556.8641766,1,4.349970415230935,J K Roadlines,9
212,HR45B3790,976877321.0890875,1,6.73767053917188,Sunil Kumar,38
213,GJ01DY6086,1037623125.2316471,1,10.25241910129368,Shree Gurukrupa Transport service,1020
214,GJ10TV4755,1102066062.4810832,1,13.237599818486688,Goyal Express,3
215,GJ37T9945,988611214.4600458,1,15.419460078697016,Maruti Roadways,2
216,GJ19U4963,465975281.3690454,1,19.343169229904124,Shree Ganesh Transport,1
217,GJ15UU2199,229209494.86735216,1,11.670975602508097,Vandana Roadlines,0
218,GJ21W1145,945976594.0508506,1,12.968716753800265,R.K.Bulk Carriers,135
219,GJ21W1145,945976594.0508506,1,12.968716753800265,R.K.Bulk Carriers,135
220,GJ08Y2430,1040871151.0136099,1,19.983435604375014,Amrutchhaya Petroleum,3
221,GJ02VV9111,1168719573.683562,1,21.42612505397521,Shreeji Petroleum,114
222,HR45C7078,944650495.6613568,1,7.614363854889745,Ahuja Service Station,20
223,HR45B6631,394331712.30378443,1,22.160271641878612,Ahuja Service Station,9676
224,HR39D4334,358702206.8985019,1,18.65237161771322,Chaudhary Petro City,163
225,HR45B6109,1002727347.9136237,1,8.841560073553572,Ahuja Service Station,1
226,HR45B6109,1002727347.9136237,1,8.841560073553572,Ahuja Service Station,1
227,HR45B9981,194070066.8834224,1,14.289354963998685,Peer Baba Sai Services,13
228,HR45B6525,956930785.0396438,1,7.884742454277071,Ahuja Service Station,0
229,BR09GA2331,437892732.8783821,1,14.254216449670565,Sultania Carriers Private Limited,0
230,BR09GA2331,437892732.8783821,1,14.254216449670565,Sultania Carriers Private Limited,0
231,GJ3AT1624,1007460536.4023708,1,8.840997998406026,Nandkishor Roadlines,0
232,GJ3AT1624,1007460536.4023708,1,8.840997998406026,Nandkishor Roadlines,0
233,GJ3AT1624,1007460536.4023708,1,8.840997998406026,Nandkishor Roadlines,0
234,GJ3AT1624,1007460536.4023708,1,8.840997998406026,Nandkishor Roadlines,0
235,GJ13AT8909,1057838241.6003939,1,14.835888487508242,Gopinath Petrolium Company,2
236,GJ02VV9111,1168719573.683562,1,21.42612505397521,Shreeji Petroleum,114
237,GJ06AX4281,970951991.0950658,1,13.095551051982175,Maa Trading Company,5
238,GJ21T7015,215649998.42378697,1,6.440065923070131,R.K.Bulk Carriers,21
239,GJ06AV3413,767045843.5329902,1,12.323072448311802,Maa Trading Company,0
240,GJ11TT9662,799993114.210869,1,11.958544328300427,Om Petroleum,69
241,GJ02Z6901,970329340.2219772,1,11.930407843888728,Jasmin Enterprises,28
242,GJ12Z0164,998084888.9333267,1,9.977229718865567,Jai Ganesh Transport,4
243,GJ11TT9662,799993114.210869,1,11.958544328300427,Om Petroleum,69
244,GJ21T7015,215649998.42378697,1,6.440065923070131,R.K.Bulk Carriers,21
245,GJ13AT8909,1057838241.6003939,1,14.835888487508242,Gopinath Petrolium Company,2
246,GJ03AX8105,150594872.5057756,1,27.695220845511052,Shree Shaneshwar Enterprise,1
247,GJ3W9334,604835103.7652651,1,8.280492913852473,Shree Gurudev Transport,0
248,GJ18X8616,1068205669.6815834,1,9.639707067683025,Maruti Roadways,4
249,GJ13AT8909,1057838241.6003939,1,14.835888487508242,Gopinath Petrolium Company,2
250,GJ02VV9111,1168719573.683562,1,21.42612505397521,Shreeji Petroleum,114
251,GJ02VV9111,1168719573.683562,1,21.42612505397521,Shreeji Petroleum,114
252,GJ11TT9978,12150629.172152745,1,22.309341500765697,Bhagyoday Petroleum,0
253,GJ11TT9978,12150629.172152745,1,22.309341500765697,Bhagyoday Petroleum,0
254,GJ12BV6628,1131313256.950411,1,17.574154701250578,Shri Aianath Road Lines,9
255,GJ03AZ2482,963936875.583872,1,14.834639714412065,J K Roadlines,7
256,GJ03BV2575,990641524.8935591,1,15.968441106973637,Balaji Transport,3
257,GJ6TT7963,1047540806.0809944,1,9.914980570024687,Shiva roadlines,0
258,GJ21W2567,918594237.3294343,1,14.182664505243656,R.K.Bulk Carriers,86
259,HR47C6476,357950263.0301328,1,21.937516543144522,S.R.Filling Station,13
260,GJ01DY8013,1036353662.4326527,1,16.534650597852107,J V Enterprises,357
261,HR45B6631,394331712.30378443,1,22.160271641878612,Ahuja Service Station,9676
262,HR47C2259,833364688.798898,1,4.2340946456659285,HARDWARI LAL RADHEY SHYAM,3
263,HR39B7594,359788297.20242155,1,7.667900337056374,Balaji Service Station,26
264,HR45B8611,971191985.0869901,1,7.103934324659232,Shree Shyam Singh Sadhu Singh,43
265,HR47C2259,833364688.798898,1,4.2340946456659285,HARDWARI LAL RADHEY SHYAM,3
266,HR39B7594,359788297.20242155,1,7.667900337056374,Balaji Service Station,26
267,GJ6TT7322,1028241763.1024739,1,12.806006768189508,Maa Trading Company,1
268,HR46D7535,795616603.3369915,1,2.426344687802517,Ch Kartar Filling Station,65
269,HR56B9106,268314293.06355205,1,15.190194384449244,Sun Shine Roadlines,17
270,HR56B9106,268314293.06355205,1,15.190194384449244,Sun Shine Roadlines,17
271,HR61F2126,960933015.5641272,1,8.093393346095132,Mannat Roadlines,4
272,GJ19V0647,966554842.2754213,1,6.618164727009982,Pintoo Roadlines,171
273,GJ3AX6156,994418156.1665508,1,11.267928766244184,Shree Dada Dayalu Logistics,3
274,HR46D4855,966316779.899614,1,4.10936617880059,R S Chaudhary Filling Station,3
275,HR45B3790,976877321.0890875,1,6.73767053917188,Sunil Kumar,38
276,HR45B3790,976877321.0890875,1,6.73767053917188,Sunil Kumar,38
277,GJ06TT8950,1038436207.419961,1,11.065689058213229,Maa Trading Company,4
278,GJ03BV5582,462507352.5869981,1,23.654601152807448,Shri Gajanan Logistic,189
279,HR56A9925,384266345.9796416,1,16.159482304018322,Sun Shine Roadlines,23
280,GJ06TT7079,181347621.1068577,1,8.68650440965338,Banas Trading Co.,1
281,HR61C0872,293467469.8625011,1,18.64761771131913,Ranvir Filling Station,2
282,HR64A5732,109748274.12482668,1,25.280484536635043,Kissan Carriers,2501
283,HR45C7078,944650495.6613568,1,7.614363854889745,Ahuja Service Station,20
284,GJ18AZ1457,535050260.4087973,1,17.398802782721244,Bholenath Oil Carriers,6
285,GJ12BV0761,1050723861.1032906,1,13.986107627973709,Shri Aianath Road Lines,4
286,GJ12BV0779,1048262985.0075573,1,17.333678932508583,Shri Aianath Road Lines,4
287,GJ03AZ3411,1066563515.0163368,1,17.217174085459398,Shree Momai Bulk Carrier,69
288,HR45B4271,940134100.3174468,1,8.26673031320255,Ahuja Service Station,3
289,GJ12Z2526,1116213420.0692096,1,10.721959780137304,Balaji Transport,1
290,GJ06AV2210,1019633549.8784922,1,10.167309165568597,Maa Trading Company,20
291,HR63D6875,807417721.0221565,1,4.352960900370295,Anju Filling Station,20
292,HR63D6875,807417721.0221565,1,4.352960900370295,Anju Filling Station,20
293,GJ3Y9056,965919926.4612479,1,10.982933667917088,Nandkishor Roadlines,12
294,GJ3Y9056,965919926.4612479,1,10.982933667917088,Nandkishor Roadlines,12
295,HR47C2259,833364688.798898,1,4.2340946456659285,HARDWARI LAL RADHEY SHYAM,3
296,GJ21W1212,990055812.6251811,1,18.023251951503074,R.K.Bulk Carriers,655
297,CG07CA9887,401429047.1418512,1,14.682426492136369,Vijay Roadlines,0
298,GJ3W7352,990003810.3988755,1,12.545734012618844,Nandkishor Roadlines,170
299,GJ3W7352,990003810.3988755,1,12.545734012618844,Nandkishor Roadlines,170
300,GJ13AT8909,1057838241.6003939,1,14.835888487508242,Gopinath Petrolium Company,2
301,GJ03AX6815,850461164.2020597,1,14.74252621139133,Jai Ganesh Transport,614
302,GJ12W9606,794662280.9674935,1,12.540933173816441,Shree Dada Dayalu Logistics,2
303,GJ02Z6901,970329340.2219772,1,11.930407843888728,Jasmin Enterprises,28
304,GJ16Z2259,995308304.6682912,1,16.962290537362936,Gaurav Petroleum,3
305,GJ16Z2259,995308304.6682912,1,16.962290537362936,Gaurav Petroleum,3
306,GJ12Z0164,998084888.9333267,1,9.977229718865567,Jai Ganesh Transport,4
307,GJ18X8616,1068205669.6815834,1,9.639707067683025,Maruti Roadways,4
308,GJ03AZ2482,963936875.583872,1,14.834639714412065,J K Roadlines,7
309,GJ03BV2575,990641524.8935591,1,15.968441106973637,Balaji Transport,3
310,GJ03BV2575,990641524.8935591,1,15.968441106973637,Balaji Transport,3
311,HR47D2625,363848207.7898197,1,21.50814470065581,S.R.Filling Station,7
312,HR45B6525,956930785.0396438,1,7.884742454277071,Ahuja Service Station,0
313,HR45B6638,435577908.1633465,1,16.703800560194342,Sun Shine Roadlines,156
314,GJ03Y8562,1023617713.6929462,1,11.27591212619762,Balaji Transport,6
315,HR56A9911,461959591.7764478,1,21.107429920626945,Sun Shine Roadlines,0
316,GJ03Y8562,1023617713.6929462,1,11.27591212619762,Balaji Transport,6
317,HR45B4286,408568257.57883596,1,23.32483886538516,Ahuja Service Station,6
318,GJ15UU2199,229209494.86735216,1,11.670975602508097,Vandana Roadlines,0
319,HR46D4855,966316779.899614,1,4.10936617880059,R S Chaudhary Filling Station,3
320,HR45C7083,422585300.3622006,1,21.414675650825455,Ahuja Service Station,10344
321,HR55AB1478,752728813.7911171,1,10.191988787136705,MI Filling Staion,13
322,HR63C5168,215408587.3483209,1,18.14164251736016,S K Petro Centre,6
323,HR61C0872,293467469.8625011,1,18.64761771131913,Ranvir Filling Station,2
324,HR45B9981,194070066.8834224,1,14.289354963998685,Peer Baba Sai Services,13
325,HR63C5168,215408587.3483209,1,18.14164251736016,S K Petro Centre,6
326,HR45B6113,867385444.0015612,1,8.991116176156963,Ahuja Service Station,256
327,HR45B6113,867385444.0015612,1,8.991116176156963,Ahuja Service Station,256
328,HR46D6654,530859619.84874254,1,26.05287662848649,SRR Filling Station,22
329,HR45B6109,1002727347.9136237,1,8.841560073553572,Ahuja Service Station,1
330,HR45B6109,1002727347.9136237,1,8.841560073553572,Ahuja Service Station,1
331,HR45B4271,940134100.3174468,1,8.26673031320255,Ahuja Service Station,3
332,HR45B8760,339459451.63336426,1,15.268041589128096,Ahuja Service Station,0
333,HR45B6113,867385444.0015612,1,8.991116176156963,Ahuja Service Station,256
334,GJ03BT1001,1059752556.8641766,1,4.349970415230935,J K Roadlines,9
